"En analyse de réseaux, comment nomme-t-on les points ou entités qui composent le réseau ? (trois termes)","Vertex, node, nœud, ou sommet."
"Selon l'inégalité de traitement des données pour $X_1 \to X_2 \to X_3$, quelle est la relation entre $I(X_1; X_3)$ et les autres informations mutuelles ?","$I(X_1; X_3) \le \min(I(X_1; X_2), I(X_2; X_3))$."
Quel est le principe des méthodes de reconstruction de réseaux basées sur les contraintes (constraint-based) ?,Elles utilisent des tests statistiques d'indépendance conditionnelle pour déterminer la présence ou l'absence d'arêtes dans le graphe.
Quel est un avantage et un inconvénient des méthodes basées sur les contraintes comme l'algorithme PC ?,Avantage : elles peuvent être exactes et polynomiales. Inconvénient : elles ne sont pas très robustes au bruit d'échantillonnage.
"Dans un réseau bayésien, que signifie la propriété de Markov locale ?","Chaque variable $X_i$ est indépendante de ses non-descendants, étant donné ses parents."
Qu'est-ce qu'une v-structure dans un réseau bayésien ?,"C'est un triplet de nœuds $(X, Z, Y)$ où $X \to Z \leftarrow Y$, et il n'y a pas d'arête entre X et Y. Z est appelé un 'collider'."
Quelle est la propriété d'indépendance d'une v-structure $X \to Z \leftarrow Y$ ?,"X et Y sont marginalement indépendants, mais deviennent dépendants conditionnellement à Z."
Quelle est la relation entre le log de la vraisemblance ($log L_{D|G}$) et l'entropie pour un modèle de réseau bayésien ?,Le log de la vraisemblance est proportionnel à l'entropie négative : $log L_{D|G} = -N \sum_i H(X_i | Pa_G(X_i))$.
Qu'est-ce que l'information à 3 points $I(x; y; z)$ ?,"C'est une mesure de la dépendance entre trois variables, définie comme $I(x; y; z) = I(x; y) - I(x; y | z)$."
Comment le signe de l'information à 3 points $I(x; y; z)$ aide-t-il à distinguer les structures ?,"Un signe négatif ($I < 0$) suggère une v-structure ($x \to z \leftarrow y$), tandis qu'un signe positif ($I > 0$) suggère une structure non-v (en chaîne ou fourche)."
Le ratio des vraisemblances entre un modèle v-structure et un modèle non-v-structure est égal à $\exp(-N \times$ _____).,$I(x; y; z)$ (l'information à 3 points)
Qu'est-ce que le principe de cause commune de Hans Reichenbach ?,"Si deux événements $E_1$ et $E_2$ sont corrélés, il existe une cause commune C telle que $E_1 \leftarrow C \to E_2$."
Quel est le principe de la méthode 3off2 pour la reconstruction de réseaux ?,C'est une approche robuste qui collecte progressivement les contributions à 3 points les plus probables pour les soustraire de l'information à 2 points afin de déterminer les indépendances structurelles.
"En évaluation de la reconstruction de réseaux, que mesure la Précision ?",La proportion d'arêtes reconstruites qui sont correctes : $TP / (TP + FP)$.
"En évaluation de la reconstruction de réseaux, que mesure le Rappel (Recall) ?",La proportion d'arêtes du vrai réseau qui ont été correctement reconstruites : $TP / (TP + FN)$.
Qu'est-ce que le F-score en évaluation de réseaux ?,C'est la moyenne harmonique de la précision et du rappel : $2 \cdot Precision \cdot Recall / (Precision + Recall)$.
